artist,tags
JUDE,industrial | indie | rock | singer-songwriter | indie pop | japanese | punk | j-rock | alternative | polish
溫兆倫,
Tai Ji,
許冠英,hong kong
Charmaine Fong,hong kong
Pong Nan,chinese
Ella Koon,hong kong | chinese | c-pop | female vocalists | cantonese | ella koon | pop | cpop | all | asian
林師傑,
David Lui,
尤雅,taiwanese | female vocalists | oldies | chinese | female vocalist | taiwan | all | lilium | taivanese | oldiese
Eric Suen,
Big Four,france | chinese | fusion | hong kong | south african | post-bop | contemporary jazz
JW,hong kong | cantopop | cpop | southern hip hop | c-pop | pop | female vocalist | female vocalists | asia | hip-hop
Joyce Cheng,hong kong | pop | cantopop | canadian | female vocalists | female vocals | chinese | c-pop | asian pop | asian
陳慧珊,
袁鳳瑛,hong kong
per se,screamo | post-rock | mexican screamo | emo | real screamo | hong kong | indie | c-pop | poetic pop | pop
柳影虹,
Mike 曾比特,
Tracy Huang,taiwan | pop | spotify | taiwanese
Susanna Kwan,all | c-pop | cpop | hong kong | spotify
Linda Wong,taiwan | hong kong | ethnic music
Claudia Koh,
Jill Vidal,chinese | pop | dance | hip-hop | female vocalists | under 2000 listeners
Vincy Chan,female vocalists | c-pop | cantonese
Albert Au,oldies | hong kong
Ruco Chan,
Teddy Robin,psychedelic rock | chinese | psychedelic | 60s | hong kong | all | hongkong | the vitamin b12 | blank and the blanks | geohash:wecnyetfuv7c
Louis Koo,chinese male vocal | hong kong
Don Li,jazz | contemporary jazz | minimal jazz | saxophone | tonus-music | swiss | zen-funk | minimalism | clarinet | ambient jazz
劉珺兒,
葉玉卿,love | sexy
劉雅麗,
沈雁,lilium | taiwanese
蔣志光,hong kong
翁倩玉,pop | japanese | taiwan | taiwanese | showa | female vocalists | female | mandarin | asian | asian music
Aaron Smith,house | dance | hip-hop | electronic | alternative hip-hop | alternative | rap | indie pop | good | usa
Paul Johnson,house | dance | electronic | funky house | chicago house | club | chicago | paul johnson | usa | american
Marshall Jefferson,house | chicago house | acid house | electronic | dance | techno | usa | chicago | american | 80s
Mr. Fingers,house | acid house | deep house | chicago house | electronic | chicago | american | acid | 80s | classic house
Frankie Knuckles,house | chicago house | deep house | electronic | dance | chicago | american | 80s | new york | classic house
Cajmere,house | chicago house | dance | techno | electronic | chicago | 90s | deep house | american | dream
Alinka,ambient | dance | techno | experimental | glitch | electro | romanian | funk_add_to_lidarr_batch_2 | romanian pop
Joe Smooth,house | chicago house | deep house | techno | american | old school | dance | acid house | 90s | electronic
Roy Davis Jr.,house | deep house | chicago | chillout | acid house | downtempo | electronic | soulful house | acid | classic house
Mark Farina,house | acid jazz | electronic | deep house | mushroom jazz | downtempo | chillout | trip-hop | eurobeat | jazz
Sterling Void,house | electronic | dance | usa | deep house | all | vocal house | cut'n'paste | chicago house | oldschool house
Pal Joey,house | deep house | dope shit
Mike Dunn,acid house | house | chicago house | techno | electronic | acid | all | classic house | chicago | usa
Larry Heard,deep house | house | chicago house | electronic | acid house | ambient | electronica | chicago | classic house | downtempo
Bad Boy Bill,house | electronic | dance | drum and bass | chicago | seen | techno | hard house | chicago house | illinois
Fast Eddie,acid house | house | chicago house | hip-house | acid | electronic | chicago | 80s | hip house | dance
Ralphi Rosario,house | electronic | chicago house | acid house | tribal house | dance | chicago | all | american | 1990s
Ten City,house | classic house | deep house | chicago house | acid house | usa | american | old school house | 80s | vocal house
Jamie Principle,house | chicago house | classic house | chicago | usa | illinois | electronic | garage house | godfathers of house and techno | old school house
Felix Da Housecat,house | electronic | electroclash | electro | electronica | dance | techno | american | chicago | dj
Robert Owens,house | deep house | chicago house | vocal house | classic house | electronic | american | chicago | dance | vocal
DJ Sneak,house | chicago house | deep house | electronic | techno | mj-house bounce | acid house | gangsta house | garage house | oldschool house
Virgo Four,house | chicago house | deep house | electronic | idm | 80s | acid house | chicago | usa | american
DJ Pierre,acid house | house | acid | electronic | chicago house | american | usa | deep house | chicago | big room house
Barbara Tucker,house | soulful house | vocal house | dance | female vocalists | funky house | deep house | groove | american | electronic
Romanthony,house | deep house | soulful house | electronic | vocal house | rnb | pop | house classics | usa | lounge
DJ Skull,techno | electronic | chicago | rock | house | acid | hard rock | rave | illinois | blues rock
Ron Trent,deep house | house | techno | electronic | chicago | chicago house | electro | wickyradio | beatdown house | ron trent
Fingers Inc.,house | chicago house | deep house | chicago | larry heard | electronic | 80s | old school house | classic house | old school house artists
Kenny Larkin,techno | detroit techno | detroit | electronic | ambient | idm | electronica | minimal | house | minimal techno
Mr. Lee,house | acid house | chicago house | chicago | acid | hip-house | american | usa | hip-hop | electronic
"Farley ""Jackmaster"" Funk",house | acid house | chicago house | chicago | techno | deep house | electronic | classic house | acid | classic
Gershon Jackson,
Tyree Cooper,house | acid | acid house | usa | spotify | chicago house | all
Jesse Saunders,house | chicago house | electronic | chicago | classic | illinois | acid house | deep house | godfathers of house and techno | seminal
Chez Damier,house | deep house | chicago | electronic | chicago house | uk | electronica | all | illinois | vocal house
Phuture,acid house | acid | house | techno | electronic | chicago house | chicago | acid techno | usa | deep house
Glenn Underground,deep house | house | acid jazz | electronic | lounge | chicago | chicago house | soulful house | library | alternative
Steve Poindexter,house | acid house | techno | chicago house | acid | jacking beats | chicago | tech house | oldskool | electronic
Pierre's Pfantasy Club,acid house | house | acid | electronic | chicago | chicago house | detroit | acidhouse | old school | american
Lidell Townsell,house | acid house | chicago | acid | chicago house | illinois | electronic | deep house | underground | usa
"Steve ""Silk"" Hurley",house | chicago house | deep house | acid house | techno | american | electronic | chicago | united states | illinois
Armando,acid house | house | acid | techno | electronic | chicago house | chicago | all | deep house | 90s
Jomanda,house | soul | female vocalists | 90s | girl groups | american | dance | classic house | new jersey | all
Robert Hood,techno | detroit techno | minimal | minimal techno | detroit | electronic | house | deep techno | american | usa
J.M. Silk,house | dance | chicago house | chicago | deep house | illinois | electronic | godfathers of house and techno | spotify | all
Thompson & Lenoir,house | techno | chicago house
Jovonn,house | deep house | dance | electronic | all | more fucking house | one of the best | spotify | soulful house | funky house
Chip E.,house | chicago house | chicago | electronic | dance | illinois | indie | original | instrumental | acid house
Galaxy 2 Galaxy,detroit techno | techno | detroit | electronic | underground resistance | nu jazz | future jazz | all | jazz | technoir
dj funk,ghettotech | electronic | ghetto house | booty | house | chicago | dance | techno | acid house | booty house
The Nightwriters,house | chicago house | spotify | 80s | all | new york | american | funk_add_to_lidarr_batch_27 | united states
Derrick Carter,house | chicago house | deep house | electronic | derrick carter | chicago | dance | idm | downtempo | electronica
Maurice Joshua,house | acid house | acid | soulful house | remixer | latin house | club | piano house | illinois | american
Jungle Wonz,house | chicago house | acid house | dance | chicago | illinois | usa | deep house | godfathers of house and techno | electronic
Liz Torres,house | chicago house | chicago | dance | female vocalists | all | electronic | puerto rico | acid house | usa
Adonis,acid house | house | chicago house | acid | electronic | thrash metal | chicago | old school thrash metal | lebanon | american
Tyree,acid house | house | acid | electronic | hip-house | chicago house | chicago | hip house | deep house | ghetto house
Gesaffelstein,techno | electronic | electro | tech house | new wave | french | ebm | industrial techno | industrial | electro house
Jay Dunham,electronic superhighway | belgium
Le Castle Vania,electro | electronic | electro house | complextro | disco punk | moombahcore | dance | american | electronica | new rave
Saint Punk,house | electronic | alternative | usa
ZABO,house | canada | dubstep | edm | post dubstep
Limbo Slice,techno | electronic | bass music | electro house | music to get the pussy wet
KLOUD,trap | electronic | house | techno | canada | breakbeat | electro house | korean visual kei band | cyberpunk
Max Brhon,synthwave | french | synthpop | electronic | retrowave | france
F.O.O.L,electro | hard electro | darksynth | synthwave | electronic | swedish | trashbags | complextro | electro house | dance
Glee Cast,musical | soundtrack | glee | cover | 10s | glee cast | pop | american | female vocalists | male vocalists
dj Shawny,dance | club | philly | philadelphia | jersey | jersey club
One True God,midtempo bass | electronic | electro | dance | bass house | canada | edm
Hyper,breakbeat | electronic | breaks | techno | electronica | midtempo bass | drum and bass | british | rock | big beat
Owl Vision,electronic | electro | new rave | dance | swedish | death electro | hard electro | experimental | nu rave | electrotrash
Lucille Croft,electronic superhighway | industrial | house | electronic | midtempo | australia | all | dark house | dark techno | edm
Absolute Valentine,synthwave | retrowave | electronic | french | synth | darksynth | dreamwave | retro wave | electro | instrumental
Swan Meat,electronic | experimental | deconstructed club | sound collage | glitch | noise | industrial | newbreed | post-industrial | german
Linn da Quebrada,funk | rap | brazilian | experimental | trans | brazil | funk carioca | mpb | funk queer | queer funk
DJ Flex,house | club | reggaeton | good | heartbroken | united states
Kyle Edwards,jersey club | electronic | new jersey
Corvad,midtempo bass | belgian techno | freeform bass | electro | big beat | french electro | acid techno | space ambient | deconstructed club | hard drum
DJ Envy,hip-hop | rnb | dj | soul | sexy | rap | hip hop | mixtape | new york | r and b
Head Splitter,synthwave | electronic | to tag
Infraction,grindcore | metal | doom | death metal | metallic hardcore | phonk | sweden
HVDES,midtempo bass | electro house | psytrance | electronic | good | usa | american | dark | dnb | california
Dustycloud,g-house | techno | france | french | house | edm | electronic | bass house
Woesum,electronic | cloud rap | trap | hip hop | sweden | hip hip | creative commons | instrumental hip hop | sea shanties | stockholm
Daniel Deluxe,synthwave | electronic | retrowave | darksynth | danish | synthpop | electro | dark synth | horror synth | electric music
Tenebrax,electronic | russia
Noisecream,electronic | electro industrial | great discovery
SOPHIE,bubblegum bass | electronic | deconstructed club | experimental | uk bass | wonky | hyperpop | pc music | eurobeat | pop
DEADLIFE,depressive black metal | synthwave | black metal | darksynth | retrowave | dsbm | electronic | suicidal black metal | swedish black metal | swedish
DJ Frosty,
Mvntana,jersey club | electronic
Toutant,france | dark electro
Arca,electronic | experimental | ambient | glitch | idm | instrumental | venezuela | deconstructed club | wonky | post-rock
Vondkreistan,ebm | techno | france | beats | industrial techno | dark | synth
SIERRA,melodic hardcore | synthwave | hardcore | darkwave | ebm | electronic | darksynth | female vocalists | france | jazz
Ziggy,japanese | hard rock | j-rock | rock | japanese rock | melodic rock | jrock | ziggy | classic rock | 70s-80s new music - rock
TOKYO ROSE,synthwave | pop punk | retrowave | emo | alternative | indie | electronic | darksynth | rock | outrun
